"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","EPI_WEEK (CODE)","EPI_WEEK (DISPLAY)","EPI_WEEK (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","Display Value","Numeric","Low","High","Comments"
"LBR","Liberia","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-20","20 January 2015","","3636","3636.00000","0.00000","0.00000",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-20","20 January 2015","","Not available","","0.00000","0.00000","Not available"
"LBR","Liberia","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-20","20 January 2015","","Not available","","0.00000","0.00000","Not available"
"LBR","Liberia","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-20","20 January 2015","","Not available","","0.00000","0.00000","Not available"
"SLE","Sierra Leone","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","10 491","10491.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","7963","7963.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","287","287.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","2241","2241.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","3195","3195.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","2829","2829.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","208","208.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","2015-01-24","24 January 2015","","158","158.00000","0.00000","0.00000",""
"UNSPECIFIED","All countries","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","","","","21 924","21924.00000","","","This total only includes the high transmission countries (Guinea/Liberia/Sierra Leone)"
"UNSPECIFIED","All countries","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-26","Data package 2015-01-26","","","","","8737","8737.00000","","","This total only includes the high transmission countries (Guinea/Liberia/Sierra Leone)"
"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","EPI_DATE (CODE)","EPI_DATE (DISPLAY)","EPI_DATE (URL)","Display Value","Numeric","Low","High","Comments"
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","2917","2917.00000","0.00000","0.00000",""
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","2569","2569.00000","0.00000","0.00000",""
"GIN","Guinea","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","332","332.00000","0.00000","0.00000",""
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","16","16.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","1910","1910.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","1578","1578.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","332","332.00000","0.00000","0.00000",""
"GIN","Guinea","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","Not available","","0.00000","0.00000","Not available"
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","8622","8622.00000","0.00000","0.00000",""
"LBR","Liberia","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","3138","3138.00000","0.00000","0.00000",""
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","1864","1864.00000","0.00000","0.00000",""
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","3620","3620.00000","0.00000","0.00000",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","3686","3686.00000","0.00000","0.00000",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","Not available","","0.00000","0.00000","Not available"
"LBR","Liberia","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","Not available","","0.00000","0.00000","Not available"
"LBR","Liberia","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","Not available","","0.00000","0.00000","Not available"
"SLE","Sierra Leone","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","10 518","10518.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","7968","7968.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","287","287.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","2263","2263.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","3199","3199.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","2833","2833.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","208","208.00000","0.00000","0.00000",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","2015-01-25","25 January 2015","","158","158.00000","0.00000","0.00000",""
"UNSPECIFIED","All countries","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","","","","22 057","22057.00000","","","This total only includes the high transmission countries (Guinea/Liberia/Sierra Leone)"
"UNSPECIFIED","All countries","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-27","Data package 2015-01-27","","","","","8795","8795.00000","","","This total only includes the high transmission countries (Guinea/Liberia/Sierra Leone)"
"COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","EBOLA_MEASURE (CODE)","EBOLA_MEASURE (DISPLAY)","EBOLA_MEASURE (URL)","CASE_DEFINITION (CODE)","CASE_DEFINITION (DISPLAY)","CASE_DEFINITION (URL)","INDICATOR_TYPE (CODE)","INDICATOR_TYPE (DISPLAY)","INDICATOR_TYPE (URL)","DATAPACKAGEID (CODE)","DATAPACKAGEID (DISPLAY)","DATAPACKAGEID (URL)","EPI_DATE (CODE)","EPI_DATE (DISPLAY)","EPI_DATE (URL)","Display Value","Numeric","Low","High","Comments"
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified"
"GIN","Guinea","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","1910","1910.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","3620","3620.00000","","",""
"UNSPECIFIED","All countries","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-28","Data package 2015-01-28","","","","","478","478.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","158","158.00000","","",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","Data not available","","","","Data not available"
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","2569","2569.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","2917","2917.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","2263","2263.00000","","",""
"LBR","Liberia","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","3686","3686.00000","","",""
"GIN","Guinea","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","332","332.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified"
"LBR","Liberia","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","3138","3138.00000","","",""
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","2833","2833.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified"
"SLE","Sierra Leone","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","3199","3199.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified"
"LBR","Liberia","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","8622","8622.00000","","",""
"UNSPECIFIED","All countries","","DEATHS","Number of deaths","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","","","","8795","8795.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","7968","7968.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","332","332.00000","","",""
"GIN","Guinea","","CASES","Number of cases","","CONFIRMED","Confirmed","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","92","92.00000","","",""
"LBR","Liberia","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","Data not available","","","","Data not available"
"GIN","Guinea","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","92","92.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","10 518","10518.00000","","",""
"LBR","Liberia","","CASES","Number of cases","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","1864","1864.00000","","",""
"UNSPECIFIED","All countries","","CASES","Number of cases","","CONF_PROB_SUSP","Total","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","","","","22 057","22057.00000","","",""
"SLE","Sierra Leone","","CASES","Number of cases","","SUSPECTED","Suspected","","SITREP_CUMULATIVE_21_DAYS","In past 21 days","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","Not reported","","","","Not reported due to the high proportion of probable and suspected cases that are reclassified"
"SLE","Sierra Leone","","DEATHS","Number of deaths","","PROBABLE","Probable","","SITREP_CUMULATIVE","Cumulative","","2015-01-28","Data package 2015-01-28","","2015-01-25","25 January 2015","","208","208.00000","","",""
